Title,Link,Price,Product Rating,Reviewer Count
"RITZ Fresh Stacks Original Crackers, Family Size, 17.8 oz",https://www.walmart.com/ip/RITZ-Fresh-Stacks-Original-Crackers-Family-Size-17-8-oz/52234929?classType=VARIANT&from=/search,$4.98,4.6,3627
"El Monterey Beef & Bean Burritos, 32 oz, 8 Count (Frozen)",https://www.walmart.com/ip/El-Monterey-Beef-Bean-Burritos-8-count/13812845?classType=REGULAR&athbdg=L1600&from=/search,$4.98,No rating,No reviews
"Banquet Chicken Pot Pie, Frozen Pot Pie Dinner, 7 oz (frozen)",https://www.walmart.com/ip/Banquet-Chicken-Pot-Pie-7-Oz/10794554?classType=REGULAR&athbdg=L1600&from=/search,$1.06,No rating,No reviews
"Jose Ole Beef & Cheese Mini Tacos, Frozen Mexican Food, 16.2 oz, 25 Count",https://www.walmart.com/ip/Jose-Ole-Beef-Cheese-Mini-Tacos-16-2-oz-25-Count-Frozen/719983894?classType=REGULAR&from=/search,$6.78,No rating,No reviews
"73% Lean / 27% Fat Ground Beef, 3 lb Roll, Fresh, All Natural*",https://www.walmart.com/ip/All-Natural-73-Lean-27-Fat-Ground-Beef-3-lb-Roll/15136793?classType=REGULAR&from=/search,$12.94,No rating,No reviews
"Ball Park Bun Length Beef Hot Dogs, 15 oz, 8 Count",https://www.walmart.com/ip/Ball-Park-Bun-Length-Beef-Hot-Dogs-15-oz-8-Count/34632372?classType=REGULAR&athbdg=L1600&from=/search,$5.23,No rating,No reviews
"Pringles Snack Stacks Variety Pack Potato Crisps Chips, Lunch Snacks, 27 Count",https://www.walmart.com/sp/track?bt=1&eventST=click&plmt=sp-search-middle~desktop~&pos=1&tax=976759_976791_5295075_8609714&rdf=1&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FPringles-Prg-27ct-6-Flavor-Snack-Stack%2F453387822%3FclassType%3DVARIANT%26adsRedirect%3Dtrue&adUid=d262ada7-5c58-4978-b605-5d107613734b&mloc=sp-search-middle&pltfm=desktop&pgId=groceries&pt=search&spQs=SN0_mq3677KuNC6xavQ_pe-jh2DkIKEmCfU7jEwQz2fD6MnlrCMk7ZpUtQvasqR9pIXiVban42_jEYOPvXRZCm-EMDYMrMWd062_5FOwjwQyX6d-0KGnzsZ5BCQRu8x4lghvRk2hUdB2itpUpBGEUrfW4W_twP6AVEvHqNoILMF6EoSlkm_LeE-ZQuql-Fj1b6fOI22j5pRBlbcoqeNDeP9CW0sfUJZnqA0mzTgxc4I&storeId=3081&couponState=na&bkt=ace1_default%7Cace2_11183%7Cace3_11186%7Ccoldstart_off%7Csearch_default&classType=VARIANT,$13.98,4.3,1058
"Cinnamon Toast Crunch Breakfast Cereal, Crispy Cinnamon Cereal, Value Bag, 32 oz",https://www.walmart.com/sp/track?bt=1&eventST=click&plmt=sp-search-middle~desktop~&pos=2&tax=976759_976791_5295075_8609714&rdf=1&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FCinnamon-Toast-Crunch-Breakfast-Cereal-Crispy-Cinnamon-Cereal-Value-Bag-32-oz%2F575993182%3FclassType%3DVARIANT%26adsRedirect%3Dtrue&adUid=d262ada7-5c58-4978-b605-5d107613734b&mloc=sp-search-middle&pltfm=desktop&pgId=groceries&pt=search&spQs=_PeHZAmGGF0_y0SW7_SCzzHNKc7XYMjzYPoNPtBtNG2P9-D4sSYdNgZoZi20zMhrnpzRul0pZwYGIJahi-YQgwQqGH_cTDi_x_0NVwE6WfDBW8gE8wpIE6k46l3DHma8vW7Ydm6slGbEcHGlawHc0w8OX-iwwgUpjc7lFJsRnaYv7Yz4KeZ_dXPLm1F2uLUVnra-uaPHgTRSGRbgUnvs9otj8J8AFdFchw9wJTiBfhc3ZRMT-DEE4YKu3ALPru_t278TJgAId24vtQ3taxyPgA&storeId=3081&couponState=na&bkt=ace1_default%7Cace2_11183%7Cace3_11186%7Ccoldstart_off%7Csearch_default&classType=VARIANT,$6.77,4.7,4897
Avocado Toast- Salt & Pepper,https://www.walmart.com/sp/track?bt=1&eventST=click&plmt=sp-search-middle~desktop~&pos=3&tax=976759_976791_5295075_8609714&rdf=1&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FCrunchmaster-Gluten-Free-Crunchy-Avocado-Toast-Salt-Pepper-Crackers-3-54-oz%2F311539494%3FclassType%3DREGULAR%26adsRedirect%3Dtrue&adUid=d262ada7-5c58-4978-b605-5d107613734b&mloc=sp-search-middle&pltfm=desktop&pgId=groceries&pt=search&spQs=GIwySSGAWroFINI54XTQH1P0hYVF4FeqI7JNEV-bPcv-FNc6hzdtWOmR39-ctw3sVzJUH_nLODjQzeJMShzwMXXnekk1PPHcygDig8w7TtGbajKlrhoESsaDGNZFIKKveHydRy0ofvUp2dRl6vNEEZzQ4PljSVP3lG3qAaUmEsSLY_CfABXRXIcPcCU4gX4XN2UTE_gxBOGCrtwCz67v7du_EyYACHduL7UN7Wscj4A&storeId=3081&couponState=na&bkt=ace1_default%7Cace2_11183%7Cace3_11186%7Ccoldstart_off%7Csearch_default&classType=REGULAR,$3.12,4.6,1783
"Austin Peanut Butter on Cheese Sandwich Crackers, Single Serve Snack Crackers, 20 Count",https://www.walmart.com/sp/track?bt=1&eventST=click&plmt=sp-search-middle~desktop~&pos=4&tax=976759_976791_5295075_8609714&rdf=1&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FAustin-Peanut-Butter-on-Cheese-Sandwich-Crackers-Single-Serve-Snack-Crackers-20-Count%2F1837462801%3FclassType%3DREGULAR%26adsRedirect%3Dtrue&adUid=d262ada7-5c58-4978-b605-5d107613734b&mloc=sp-search-middle&pltfm=desktop&pgId=groceries&pt=search&spQs=K1ISTOrEkBcRQEeoSvUwNkM-duIMI5yavRmjGTQlU_hpQx3hVgmdA63GSpWEDL9JiWhwnMVMHEC9wA5s1KVw8s-nqTah3ku06tovvop_bHw1J_vEryn2KDd7USBQgilk7YnL05Jq_RU4oSSGHQ252E7EyqnhcGv3FmOX8efhpZyod5lpfzxoFdwk9t5Vd4yLXYYCjM656y_inA2jBouMCjpYWCu3O7wF62cHVmX9zos&storeId=3081&couponState=na&bkt=ace1_default%7Cace2_11183%7Cace3_11186%7Ccoldstart_off%7Csearch_default&classType=REGULAR,$6.84,3,62
"Coca-Cola Classic Soda Pop, 12 fl oz Cans, 24 Pack",https://www.walmart.com/ip/Coca-Cola-Cola-12-fl-oz-24-Pack/10535216?classType=VARIANT&athbdg=L1600&from=/search,$13.88,4.6,17910
"Kraft Original Mac N Cheese Macaroni and Cheese Cups Easy Microwavable Dinner, 4 ct Pack, 2.05 oz Cups",https://www.walmart.com/ip/Kraft-Original-Mac-N-Cheese-Macaroni-and-Cheese-Cups-Easy-Microwavable-Dinner-4-ct-Pack-2-05-oz-Cups/14869830?classType=VARIANT&from=/search,$5.17,No rating,No reviews
"Tyson Honey Battered Breast Tenders, 1.59 lb (Frozen)",https://www.walmart.com/ip/Tyson-Honey-Battered-Breast-Tenders-1-59-lb-Frozen/14149969?classType=REGULAR&from=/search,$6.46,No rating,No reviews
"Tyson Any'tizers Frozen Buffalo Style Hot Wings Bone-In, 1.37 lb Bag",https://www.walmart.com/ip/Tyson-Any-tizers-Buffalo-Style-Hot-Wings-1-37-lb-Bag-Frozen/373548191?classType=REGULAR&from=/search,$8.47,No rating,No reviews
"Fresh Lemon, Each",https://www.walmart.com/ip/Fresh-Lemon-Each/41752773?classType=REGULAR&athbdg=L1600&from=/search,$0.68,No rating,No reviews
"Great Value Chicken Breast Patties Breaded, 23.8 oz (Frozen)",https://www.walmart.com/ip/Great-Value-Chicken-Breast-Patties-Breaded-23-8-oz-Frozen/13023475?classType=REGULAR&from=/search,$5.74,No rating,No reviews
"Pringles Snack Stacks Variety Pack Potato Crisps Chips, Lunch Snacks, 27 Count",https://www.walmart.com/sp/track?bt=1&eventST=click&plmt=sp-search-middle~desktop~&pos=1&tax=976759_976791_5295075_8609714&rdf=1&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FPringles-Prg-27ct-6-Flavor-Snack-Stack%2F453387822%3FclassType%3DVARIANT%26adsRedirect%3Dtrue&adUid=f57c31c4-ccf0-4e71-9d4b-213366aeed10&mloc=sp-search-middle&pltfm=desktop&pgId=groceries&pt=search&spQs=SN0_mq3677KuNC6xavQ_pe-jh2DkIKEmCfU7jEwQz2fD6MnlrCMk7ZpUtQvasqR9pIXiVban42_jEYOPvXRZCkmKgfsI14x1PoYT_ZAvViYyX6d-0KGnzsZ5BCQRu8x4vjWSRBdkJoklnApbihvpFcfvWwkYBuwygbXPL1nR-c96EoSlkm_LeE-ZQuql-Fj1b6fOI22j5pRBlbcoqeNDeP9CW0sfUJZnqA0mzTgxc4I&storeId=3081&couponState=na&bkt=ace1_default%7Cace2_11183%7Cace3_11186%7Ccoldstart_off%7Csearch_default&classType=VARIANT,$13.98,4.3,1058
"Cinnamon Toast Crunch Breakfast Cereal, Crispy Cinnamon Cereal, Value Bag, 32 oz",https://www.walmart.com/sp/track?bt=1&eventST=click&plmt=sp-search-middle~desktop~&pos=2&tax=976759_976791_5295075_8609714&rdf=1&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FCinnamon-Toast-Crunch-Breakfast-Cereal-Crispy-Cinnamon-Cereal-Value-Bag-32-oz%2F575993182%3FclassType%3DVARIANT%26adsRedirect%3Dtrue&adUid=f57c31c4-ccf0-4e71-9d4b-213366aeed10&mloc=sp-search-middle&pltfm=desktop&pgId=groceries&pt=search&spQs=_PeHZAmGGF0_y0SW7_SCzzHNKc7XYMjzYPoNPtBtNG2P9-D4sSYdNgZoZi20zMhrnpzRul0pZwYGIJahi-YQg1SUe4g_ybemy8uJAU15RR7BW8gE8wpIE6k46l3DHma8VYevxsTye1QKXub9nJ9zVu0m0wLI7GfPChaNqu2MAEIv7Yz4KeZ_dXPLm1F2uLUVnra-uaPHgTRSGRbgUnvs9otj8J8AFdFchw9wJTiBfhc3ZRMT-DEE4YKu3ALPru_t278TJgAId24vtQ3taxyPgA&storeId=3081&couponState=na&bkt=ace1_default%7Cace2_11183%7Cace3_11186%7Ccoldstart_off%7Csearch_default&classType=VARIANT,$6.77,4.7,4897
Avocado Toast- Salt & Pepper,https://www.walmart.com/sp/track?bt=1&eventST=click&plmt=sp-search-middle~desktop~&pos=3&tax=976759_976791_5295075_8609714&rdf=1&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FCrunchmaster-Gluten-Free-Crunchy-Avocado-Toast-Salt-Pepper-Crackers-3-54-oz%2F311539494%3FclassType%3DREGULAR%26adsRedirect%3Dtrue&adUid=f57c31c4-ccf0-4e71-9d4b-213366aeed10&mloc=sp-search-middle&pltfm=desktop&pgId=groceries&pt=search&spQs=GIwySSGAWroFINI54XTQH1P0hYVF4FeqI7JNEV-bPcv-FNc6hzdtWOmR39-ctw3sVzJUH_nLODjQzeJMShzwMT6WmAF7y5fhzFWaqP5VyV2bajKlrhoESsaDGNZFIKKvObM5tHF4BSFibdH4GmMeXJqH_jhWyg0i1XvP8OhF6YOLY_CfABXRXIcPcCU4gX4XN2UTE_gxBOGCrtwCz67v7du_EyYACHduL7UN7Wscj4A&storeId=3081&couponState=na&bkt=ace1_default%7Cace2_11183%7Cace3_11186%7Ccoldstart_off%7Csearch_default&classType=REGULAR,$3.12,4.6,1783
"Austin Peanut Butter on Cheese Sandwich Crackers, Single Serve Snack Crackers, 20 Count",https://www.walmart.com/sp/track?bt=1&eventST=click&plmt=sp-search-middle~desktop~&pos=4&tax=976759_976791_5295075_8609714&rdf=1&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FAustin-Peanut-Butter-on-Cheese-Sandwich-Crackers-Single-Serve-Snack-Crackers-20-Count%2F1837462801%3FclassType%3DREGULAR%26adsRedirect%3Dtrue&adUid=f57c31c4-ccf0-4e71-9d4b-213366aeed10&mloc=sp-search-middle&pltfm=desktop&pgId=groceries&pt=search&spQs=K1ISTOrEkBcRQEeoSvUwNkM-duIMI5yavRmjGTQlU_hpQx3hVgmdA63GSpWEDL9JiWhwnMVMHEC9wA5s1KVw8u58RwDl0bvNlaXSz3NzNXg1J_vEryn2KDd7USBQgilk3TmIjp9UgaZvIA0NfDBT8W8Zc-9pLk3344tnFkfsdBOod5lpfzxoFdwk9t5Vd4yLXYYCjM656y_inA2jBouMCjpYWCu3O7wF62cHVmX9zos&storeId=3081&couponState=na&bkt=ace1_default%7Cace2_11183%7Cace3_11186%7Ccoldstart_off%7Csearch_default&classType=REGULAR,$6.84,3,62
Fresh Sweet Corn on the Cob (1 each),https://www.walmart.com/ip/Fresh-Sweet-Corn-on-the-Cob-1-each/44391430?classType=REGULAR&athbdg=L1600&from=/search,$0.75,No rating,No reviews
"Great Value Cut Green Beans, 12 oz Bag (Frozen)",https://www.walmart.com/ip/Great-Value-Cut-Green-Beans-12-oz-Bag-Frozen/576704015?classType=REGULAR&athbdg=L1600&from=/search,$1.18,No rating,No reviews
"Fresh Ginger Root, Each",https://www.walmart.com/ip/Fresh-Ginger-Root-Each/44391005?classType=REGULAR&from=/search,$0.92,No rating,No reviews
"Freshness Guaranteed Fresh Chicken Drumsticks, 5 lb Bag",https://www.walmart.com/ip/Freshness-Guaranteed-Fresh-Chicken-Drumsticks-5-lb-Bag/613823324?classType=REGULAR&from=/search,$5.97,No rating,No reviews
"Marie Callender's Tender Ginger Beef & Broccoli Bowl, Frozen Meal, 11.8 oz (frozen)",https://www.walmart.com/ip/Marie-Callender-s-Tender-Ginger-Beef-Broccoli-Bowl-Frozen-Meal-11-8-oz-frozen/284565637?classType=REGULAR&from=/search,$3.12,No rating,No reviews
"Great Value Frozen Peas & Carrots, Gluten-Free, 12 oz Steamable Bag",https://www.walmart.com/ip/Great-Value-Frozen-Peas-Carrots-Gluten-Free-12-oz-Steamable-Bag/994038828?classType=REGULAR&athbdg=L1600&from=/search,$1.18,No rating,No reviews
"Pringles Snack Stacks Variety Pack Potato Crisps Chips, Lunch Snacks, 27 Count",https://www.walmart.com/sp/track?bt=1&eventST=click&plmt=sp-search-middle~desktop~&pos=1&tax=976759_976791_5295075_8609714&rdf=1&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FPringles-Prg-27ct-6-Flavor-Snack-Stack%2F453387822%3FclassType%3DVARIANT%26adsRedirect%3Dtrue&adUid=606739b1-fd40-4159-9015-af1b8e30049b&mloc=sp-search-middle&pltfm=desktop&pgId=groceries&pt=search&spQs=SN0_mq3677KuNC6xavQ_pe-jh2DkIKEmCfU7jEwQz2fD6MnlrCMk7ZpUtQvasqR9pIXiVban42_jEYOPvXRZCsY8JOviiHsyqAcfNp3pUBkyX6d-0KGnzsZ5BCQRu8x4cWhTTxKZ8idPlWF5EOvLfsheq74Ft_lOJx16g8T-MCXTYao5vdJYlFnzSOO3daOFUnF8xRsoRHv_37Ul5QrxYmCDgIzlW38Eak-HO6vevfo&storeId=3081&couponState=na&bkt=ace1_default%7Cace2_11184%7Cace3_11187%7Ccoldstart_on%7Csearch_hudson_latency_price_rweb&classType=VARIANT,$13.98,4.3,1058
"Cinnamon Toast Crunch Breakfast Cereal, Crispy Cinnamon Cereal, Value Bag, 32 oz",https://www.walmart.com/sp/track?bt=1&eventST=click&plmt=sp-search-middle~desktop~&pos=2&tax=976759_976791_5295075_8609714&rdf=1&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FCinnamon-Toast-Crunch-Breakfast-Cereal-Crispy-Cinnamon-Cereal-Value-Bag-32-oz%2F575993182%3FclassType%3DVARIANT%26athbdg%3DL1600%26adsRedirect%3Dtrue&adUid=606739b1-fd40-4159-9015-af1b8e30049b&mloc=sp-search-middle&pltfm=desktop&pgId=groceries&pt=search&spQs=_PeHZAmGGF0_y0SW7_SCzzHNKc7XYMjzYPoNPtBtNG2P9-D4sSYdNgZoZi20zMhrnpzRul0pZwYGIJahi-YQg-OdZTVdcErIct9mvq7TOgPBW8gE8wpIE6k46l3DHma8VYevxsTye1QKXub9nJ9zVu0m0wLI7GfPChaNqu2MAEIv7Yz4KeZ_dXPLm1F2uLUVnra-uaPHgTRSGRbgUnvs9otj8J8AFdFchw9wJTiBfhc3ZRMT-DEE4YKu3ALPru_t278TJgAId24vtQ3taxyPgA&storeId=3081&couponState=na&bkt=ace1_default%7Cace2_11184%7Cace3_11187%7Ccoldstart_on%7Csearch_hudson_latency_price_rweb&classType=VARIANT&athbdg=L1600,$6.77,4.7,4897
Avocado Toast- Salt & Pepper,https://www.walmart.com/sp/track?bt=1&eventST=click&plmt=sp-search-middle~desktop~&pos=3&tax=976759_976791_5295075_8609714&rdf=1&rd=https%3A%2F%2Fwww.walmart.com%2Fip%2FCrunchmaster-Gluten-Free-Crunchy-Avocado-Toast-Salt-Pepper-Crackers-3-54-oz%2F311539494%3FclassType%3DREGULAR%26adsRedirect%3Dtrue&adUid=606739b1-fd40-4159-9015-af1b8e30049b&mloc=sp-search-middle&pltfm=desktop&pgId=groceries&pt=search&spQs=GIwySSGAWroFINI54XTQH1P0hYVF4FeqI7JNEV-bPcv-FNc6hzdtWOmR39-ctw3sVzJUH_nLODjQzeJMShzwMRBvS5FQu3XDPA3stq78Zw6bajKlrhoESsaDGNZFIKKvzYOqt6gJVv_QRuNR-o50fG8kZ77L63wo6V5sQh3VQi6LY_CfABXRXIcPcCU4gX4XN2UTE_gxBOGCrtwCz67v7du_EyYACHduL7UN7Wscj4A&storeId=3081&couponState=na&bkt=ace1_default%7Cace2_11184%7Cace3_11187%7Ccoldstart_on%7Csearch_hudson_latency_price_rweb&classType=REGULAR,$3.12,4.6,1783
